Trade;Instrument;Strategy;Version;Qty;Direction;Entry time;Entry price;Exit time;ExitPrice;Profit;Commission;MAE;MFE
1;GC;PdReLong;F3Tf2;2;Long;20/03/2008 5:05:00;1707,8;20/03/2008 10:40:00;1682,8;-5000;0;5000;20,0000000000273
2;GC;PdReLong;F3Tf2;1;Long;08/04/2008 16:50:00;1680,3;08/04/2008 22:35:00;1682,2;190,000000000009;0;429,999999999995;279,999999999995
3;GC;PdReLong;F3Tf2;1;Long;09/04/2008 12:20:00;1675,5;09/04/2008 22:35:00;1701,5;2600;0;509,999999999991;2720
4;GC;PdReLong;F3Tf2;1;Long;11/04/2008 9:05:00;1689;11/04/2008 22:35:00;1691,5;250;0;520,000000000005;990,000000000009
5;GC;PdReLong;F3Tf2;2;Long;25/04/2008 10:50:00;1648,6;25/04/2008 22:35:00;1650,7;420,000000000027;0;459,999999999991;2700
6;GC;PdReLong;F3Tf2;2;Long;30/04/2008 13:50:00;1633,6;30/04/2008 22:35:00;1642,5;1780,00000000002;0;1200;2060,00000000004
7;GC;PdReLong;F3Tf2;2;Long;07/05/2008 20:05:00;1635,8;07/05/2008 22:35:00;1632,1;-740,000000000009;0;779,999999999973;180,000000000018
8;GC;PdReLong;F3Tf2;2;Long;13/05/2008 12:50:00;1642,4;13/05/2008 22:35:00;1629,4;-2600;0;3580,00000000002;439,999999999964
9;GC;PdReLong;F3Tf2;2;Long;14/05/2008 11:05:00;1625;14/05/2008 22:35:00;1627,8;559,999999999991;0;80,0000000000182;1959,99999999999
10;GC;PdReLong;F3Tf2;2;Long;30/05/2008 9:50:00;1635,5;30/05/2008 22:35:00;1649,3;2759,99999999999;0;80,0000000000182;3259,99999999999
11;GC;PdReLong;F3Tf2;2;Long;03/06/2008 16:35:00;1645,9;03/06/2008 22:35:00;1642,1;-760,000000000036;0;860,000000000036;379,999999999973
12;GC;PdReLong;F3Tf2;2;Long;05/06/2008 15:50:00;1638,2;05/06/2008 22:35:00;1639,1;179,999999999973;0;1500;819,999999999982
13;GC;PdReLong;F3Tf2;2;Long;10/06/2008 6:05:00;1652,3;10/06/2008 18:20:00;1627,3;-5000;0;5000;240,000000000009
14;GC;PdReLong;F3Tf2;2;Long;12/06/2008 13:50:00;1629,7;12/06/2008 22:35:00;1630;59,9999999999909;0;2220,00000000003;859,999999999991
15;GC;PdReLong;F3Tf2;2;Long;24/07/2008 3:35:00;1677,6;24/07/2008 22:35:00;1687,3;1940,00000000001;0;539,999999999964;2560,00000000004
16;GC;PdReLong;F3Tf2;2;Long;12/08/2008 16:50:00;1576;12/08/2008 22:35:00;1570,5;-1100;0;2619,99999999998;80,0000000000182
17;GC;PdReLong;F3Tf2;2;Long;15/08/2008 1:20:00;1560,1;15/08/2008 10:35:00;1535,1;-5000;0;5000;0
18;GC;PdReLong;F3Tf2;2;Long;19/08/2008 3:50:00;1546,5;19/08/2008 21:50:00;1572;5100;0;1880,00000000002;5100
19;GC;PdReLong;F3Tf2;2;Long;25/08/2008 8:20:00;1576,5;25/08/2008 22:35:00;1576,5;0;0;1159,99999999999;1000
20;GC;PdReLong;F3Tf2;2;Long;26/08/2008 15:35:00;1573,1;26/08/2008 22:35:00;1579,4;1260,00000000004;0;59,9999999999909;2500
21;GC;PdReLong;F3Tf2;2;Long;09/09/2008 8:20:00;1550,7;09/09/2008 22:35:00;1529,9;-4159,99999999999;0;4280,00000000002;1679,99999999997
22;GC;PdReLong;F3Tf2;2;Long;10/09/2008 7:35:00;1530,3;10/09/2008 22:35:00;1508,1;-4440,00000000001;0;4840,00000000001;1400
23;GC;PdReLong;F3Tf2;2;Long;11/09/2008 0:50:00;1504,7;11/09/2008 22:35:00;1498,1;-1320,00000000003;0;3059,99999999999;1379,99999999997
24;GC;PdReLong;F3Tf2;1;Long;03/10/2008 15:50:00;1588,4;03/10/2008 22:35:00;1589,4;100;0;1120;1159,99999999999
25;GC;PdReLong;F3Tf2;1;Long;16/10/2008 10:05:00;1582,9;16/10/2008 22:35:00;1558,8;-2410,00000000001;0;4660,00000000001;900
26;GC;PdReLong;F3Tf2;1;Long;17/10/2008 15:50:00;1539,6;17/10/2008 22:35:00;1535,1;-450;0;1780;390,000000000009
27;GC;PdReLong;F3Tf2;1;Long;21/10/2008 12:05:00;1532,7;21/10/2008 22:35:00;1521,6;-1110,00000000001;0;1670;270,000000000005
28;GC;PdReLong;F3Tf2;1;Long;23/10/2008 16:20:00;1470,8;23/10/2008 22:35:00;1470,8;0;0;1089,99999999999;1220
29;GC;PdReLong;F3Tf2;1;Long;24/10/2008 10:50:00;1445,7;24/10/2008 18:30:00;1496,7;5100;0;1510,00000000001;5100
30;GC;PdReLong;F3Tf2;1;Long;30/10/2008 19:05:00;1486,7;30/10/2008 21:35:00;1490,5;379,999999999995;0;410,000000000014;589,999999999986
31;GC;PdReLong;F3Tf2;1;Long;31/10/2008 4:05:00;1483,6;31/10/2008 21:35:00;1472,9;-1069,99999999998;0;1689,99999999999;770,000000000005
32;GC;PdReLong;F3Tf2;1;Long;06/11/2008 20:50:00;1486,4;06/11/2008 22:35:00;1481,8;-460,000000000014;0;520,000000000005;109,999999999991
33;GC;PdReLong;F3Tf2;1;Long;07/11/2008 1:35:00;1478,4;07/11/2008 22:35:00;1484,8;639,999999999986;0;280,000000000018;1609,99999999999
34;GC;PdReLong;F3Tf2;1;Long;11/11/2008 12:05:00;1489;11/11/2008 22:35:00;1481,5;-750;0;1340,00000000001;179,999999999995
35;GC;PdReLong;F3Tf2;1;Long;12/11/2008 16:05:00;1476;12/11/2008 22:35:00;1461,2;-1480;0;1809,99999999999;40,0000000000091
36;GC;PdReLong;F3Tf2;1;Long;13/11/2008 19:50:00;1462,7;13/11/2008 22:35:00;1484,5;2180;0;260,000000000014;2609,99999999999
37;GC;PdReLong;F3Tf2;1;Long;02/12/2008 0:50:00;1515,9;02/12/2008 22:35:00;1529,8;1389,99999999999;0;740,000000000009;1900
38;GC;PdReLong;F3Tf2;1;Long;14/01/2009 18:05:00;1562,1;14/01/2009 22:35:00;1558,3;-379,999999999995;0;879,999999999995;40,0000000000091
39;GC;PdReLong;F3Tf2;1;Long;15/01/2009 17:05:00;1554,7;15/01/2009 22:35:00;1563,8;909,999999999991;0;650;1189,99999999999
40;GC;PdReLong;F3Tf2;1;Long;04/03/2009 21:05:00;1650,8;04/03/2009 22:35:00;1652,1;129,999999999995;0;59,9999999999909;300
41;GC;PdReLong;F3Tf2;1;Long;10/03/2009 9:50:00;1656,6;10/03/2009 21:35:00;1640,5;-1609,99999999999;0;2100;450
42;GC;PdReLong;F3Tf2;1;Long;17/03/2009 14:20:00;1660,8;17/03/2009 21:35:00;1660,4;-39,9999999999864;0;279,999999999995;540,000000000009
43;GC;PdReLong;F3Tf2;1;Long;18/03/2009 13:20:00;1657,3;18/03/2009 21:35:00;1688,9;3160,00000000001;0;3009,99999999999;4120
44;GC;PdReLong;F3Tf2;1;Long;02/04/2009 12:35:00;1662,8;02/04/2009 22:35:00;1646,6;-1620;0;2450;70,0000000000045
45;GC;PdReLong;F3Tf2;1;Long;09/04/2009 15:20:00;1621,5;09/04/2009 22:35:00;1622,1;59,9999999999909;0;179,999999999995;609,999999999991
46;GC;PdReLong;F3Tf2;2;Long;20/04/2009 14:20:00;1617,4;20/04/2009 22:35:00;1628,1;2139,99999999996;0;0;2900
47;GC;PdReLong;F3Tf2;2;Long;30/04/2009 19:05:00;1630,9;30/04/2009 22:35:00;1631,8;179,999999999973;0;100;1059,99999999999
48;GC;PdReLong;F3Tf2;3;Long;15/06/2009 14:50:00;1677,9;15/06/2009 22:35:00;1669,6;-2490,00000000005;0;3180,00000000004;509,999999999945
49;GC;PdReLong;F3Tf2;3;Long;23/06/2009 9:35:00;1660,2;23/06/2009 22:35:00;1666,7;1950;0;870,000000000027;2400
50;GC;PdReLong;F3Tf2;3;Long;08/07/2009 8:50:00;1662,6;08/07/2009 18:30:00;1645,9;-5009,99999999995;0;5009,99999999995;1230,00000000004
51;GC;PdReLong;F3Tf2;3;Long;19/08/2009 13:20:00;1675,1;19/08/2009 22:35:00;1682,5;2220,00000000003;0;719,999999999959;3090,00000000005
52;GC;PdReLong;F3Tf2;3;Long;26/08/2009 16:20:00;1684,7;26/08/2009 22:35:00;1685,3;179,999999999973;0;1170,00000000003;450
53;GC;PdReLong;F3Tf2;2;Long;11/12/2009 16:35:00;1859,2;11/12/2009 22:35:00;1852,7;-1300;0;2359,99999999999;140,000000000009
